filename	scannr	ion_injection_time	tmt_1	tmt_2	tmt_3	tmt_4	tmt_5	tmt_6	tmt_7	tmt_8	tmt_9	tmt_10	tmt_11	tmt_12	tmt_13	tmt_14	tmt_15	tmt_16
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=25477	22.0	116400.77	125945.77	103003.79	141794.56	192570.31	173184.78	170608.88	149213.83	134074.0	240801.47	136760.45	95322.64	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=27962	15.05389	600461.25	2110573.0	469863.84	673825.1	1261380.8	435301.47	1092316.1	510256.84	1469995.9	1047182.6	1427214.5	426042.4	36139.094	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=28313	11.716861	1043972.94	893012.25	997430.0	1399297.9	1178459.5	1619349.8	1265072.2	1351092.1	1260063.5	2242874.5	1095662.1	1637674.2	34094.535	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=28433	22.0	0.0	9509.424	0.0	0.0	10999.471	0.0	6332.8784	0.0	10477.72	2852.7417	13798.913	0.0	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=28712	8.557695	529830.75	496603.25	546402.2	722320.7	547195.8	650006.94	600325.9	636719.25	617770.06	1060861.4	537966.75	500342.75	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=28748	11.923348	327920.62	251715.05	327233.84	352015.97	331935.8	359916.44	329210.62	345930.72	364041.25	606590.44	339951.72	317685.3	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=29110	10.490285	1272658.4	1022747.06	1212396.2	1621599.5	1312494.1	1870030.6	1420480.9	1588705.5	1477964.2	2533855.8	1237381.1	1814888.6	47163.9	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=29148	22.0	373737.16	327874.03	285086.8	228564.17	184238.17	256863.89	215946.69	320337.66	252956.17	459666.94	194525.92	256343.66	4535.415	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=29907	22.0	327841.97	318754.25	325857.2	462017.4	377200.53	531148.9	440702.22	450475.3	444824.72	770164.6	404645.44	514989.75	14354.275	13072.801	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=30685	17.949286	727166.8	576285.1	753002.9	858485.0	839395.25	918360.4	761691.9	792330.1	650729.4	1336790.4	650487.56	711654.1	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=30937	20.761642	396827.8	794489.7	281040.25	375685.72	716432.3	366554.53	751821.1	268215.7	674419.06	473683.44	667021.9	361490.38	10754.706	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=31255	22.0	89228.43	87694.55	97646.7	106470.47	130890.37	125040.93	144227.6	99693.91	125640.71	207362.97	119260.766	101651.95	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=31266	22.0	20045.594	29848.768	30913.61	91599.375	66547.16	134876.81	100730.12	58843.945	34233.816	69373.695	30090.992	74976.39	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=31499	22.0	164357.8	136990.38	153816.77	242364.83	174648.69	282714.25	189929.31	226597.16	178474.62	333219.66	169527.22	227209.75	0.0	6290.9443	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=31797	22.0	138274.5	109313.625	126591.87	173085.06	178422.73	213943.45	170180.4	156072.28	185765.23	293435.75	155426.55	139387.23	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=32926	22.0	121285.69	135270.94	147060.25	131201.44	168312.55	164170.2	161781.89	148932.45	199543.72	256165.45	169170.62	143400.23	9232.993	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=33253	22.0	168317.48	165653.16	179155.83	254171.3	204147.66	300634.3	218992.23	245247.03	235939.14	389525.0	202928.14	261022.47	3602.8423	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=33369	22.0	11019.585	26628.734	18353.701	16993.256	15346.853	16488.463	19255.64	18047.385	10802.185	29999.775	19286.477	16555.83	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=33376	22.0	42379.688	29745.629	66136.78	58395.65	46049.176	97460.77	82060.58	80640.21	44700.82	110643.46	42551.496	54222.8	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=33417	22.0	43131.973	34103.02	32699.766	43976.816	33270.133	32576.92	29646.428	42564.08	39393.543	79319.68	30945.129	42345.234	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=33622	22.0	5795.733	5606.2314	0.0	2259.0354	3938.2036	0.0	0.0	3491.0852	3985.0046	6038.6074	4114.534	9597.991	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=34121	22.0	108811.37	111673.54	108386.21	254708.19	247613.78	308795.84	289478.94	230654.72	254707.47	336714.0	212998.52	270597.8	0.0	8461.927	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=34195	22.0	1496291.6	852502.1	1492449.2	1439506.0	1687826.6	1422510.6	1739623.6	1290995.2	1626396.2	2266064.0	1518355.8	1357079.5	41639.242	41851.586	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=34216	12.013106	823162.75	682631.5	828221.5	1119080.0	1149658.8	1216077.0	1215924.8	1125407.0	1203437.4	2315996.8	1332623.9	1621921.0	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=34445	22.0	70609.18	48093.938	58966.047	79871.83	64041.52	94220.61	87454.44	89431.14	75481.086	125841.28	61052.168	96010.24	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=34966	22.0	74103.98	62677.62	74340.836	77535.15	77487.08	74663.305	74050.12	69204.55	81890.45	129666.13	77596.734	69951.56	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=35252	22.0	37243.555	33587.266	42329.99	43368.16	32692.912	41313.703	32143.957	44641.062	52021.94	80706.234	40297.727	34902.707	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=35307	22.0	142600.81	119997.96	143578.27	199889.7	154877.89	226881.56	166542.52	192198.86	186719.53	328501.34	167423.22	219765.98	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=35592	22.0	103052.41	156315.12	87086.38	80014.7	145758.08	106605.266	195414.83	97827.04	137406.39	142475.61	151429.62	77095.516	10009.924	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=35846	22.0	84921.26	86744.78	88932.83	119833.516	128093.04	134107.34	124055.125	109105.49	114587.51	195474.33	114102.78	113971.086	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36072	22.0	16559.512	26193.162	20125.295	21897.906	36554.863	29345.584	40698.766	25312.963	47592.785	65379.91	40632.46	27055.027	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36146	22.0	162012.86	105356.51	124606.71	70560.02	64513.637	59542.816	57537.926	196183.83	165337.03	403531.66	152684.42	117743.7	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36169	22.0	106011.766	80517.65	113715.93	145127.08	114203.51	156063.52	134543.31	133059.81	117725.914	208520.06	104806.47	153087.27	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36181	22.0	186975.08	153433.73	134862.58	83443.01	126610.85	130717.336	106096.49	263104.6	296657.16	421598.56	212903.72	200260.03	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36300	22.0	59643.76	207009.2	28494.873	32562.365	137532.19	37152.73	273843.06	18126.057	176070.58	25815.77	164952.05	17873.766	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36320	22.0	194488.77	197900.4	176968.16	21117.166	24390.123	32468.74	58184.348	284502.44	247669.78	563732.4	292051.3	86759.234	10574.253	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36418	22.0	25364.719	26882.229	23674.979	12115.383	12850.044	14687.858	14817.402	22766.926	22867.342	43382.426	18747.963	13282.132	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36442	22.0	86249.305	65784.164	98770.72	87963.65	73079.375	84116.22	69996.086	88102.19	73305.92	131969.73	67365.85	93684.625	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36566	22.0	154687.77	247233.84	143359.8	147045.12	279600.62	125872.58	296982.8	182107.55	307382.75	381887.5	265883.66	103421.28	12736.924	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=36827	22.0	32529.744	27019.271	30129.45	55466.543	44062.023	13793.629	13765.171	36294.613	22373.117	54109.6	18439.197	594962.9	0.0	5331.2925	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=37069	22.0	190355.27	177132.03	196051.86	279355.88	228644.03	339070.56	247392.03	246954.14	254579.58	447654.75	214787.11	302683.78	0.0	7466.5283	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=37343	22.0	244763.52	594438.2	93655.95	120666.98	403376.06	177784.48	498526.47	63448.836	395038.6	124750.65	486026.16	78426.516	13444.184	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=37688	22.0	400687.53	285800.22	550427.06	654297.1	521938.78	633232.0	507421.84	512296.22	458837.62	1003506.44	514155.8	445227.8	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=37793	6.756271	110305.695	66461.69	116557.64	216537.39	167391.28	173608.27	130637.96	184156.14	158763.12	382222.1	141317.73	147214.6	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=37931	22.0	137413.77	138920.5	152809.8	196025.22	159306.12	234256.66	180188.36	210604.23	192496.48	313706.03	163394.77	230295.48	0.0	8638.619	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=38018	22.0	48112.46	37696.484	38484.953	52867.773	70931.24	60055.816	71735.445	46717.92	86218.59	96785.48	61414.773	70507.04	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=38059	22.0	115259.52	83883.0	85484.99	69947.45	52679.96	72040.91	73837.05	88458.914	90935.68	146505.86	70909.73	78488.086	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=38404	22.0	24521.521	38976.34	27349.672	27597.781	31719.926	27328.824	28550.627	30869.434	33948.637	44952.363	25675.098	22738.426	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=38818	22.0	91920.0	75175.66	81176.37	129676.82	128632.586	154727.8	109429.08	114535.65	96968.77	214482.2	95493.06	152082.88	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=39151	22.0	265031.84	190419.44	232820.42	216934.28	205811.1	232379.44	158338.16	151754.78	151758.62	327301.38	198821.73	152224.88	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=39650	22.0	83063.78	83321.27	88722.52	122911.86	91577.73	131512.55	109905.93	102463.06	103810.21	204517.62	99994.37	115106.625	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=40512	22.0	99224.02	92973.52	88707.43	147217.23	107490.57	145216.1	110087.06	137100.94	125550.89	219586.62	114837.04	166620.84	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=40565	22.0	175833.17	159724.34	155198.36	126877.96	129216.625	101680.74	131928.5	135231.7	116300.055	249322.31	127261.83	120131.13	0.0	5541.4307	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=40703	22.0	128763.89	88914.66	118170.164	247582.11	213452.88	272925.28	271823.34	164427.23	177808.14	311548.56	188718.44	201848.31	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=40826	22.0	278989.9	234173.25	252466.95	205439.1	260356.47	262179.84	170749.23	196208.36	167315.72	367228.66	189085.16	192021.56	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=41595	22.0	425422.47	374541.12	372358.06	386174.84	363412.84	369447.66	274358.12	281886.53	278224.94	551893.4	289382.28	274792.75	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=41619	8.862287	467567.97	445609.9	391711.94	975273.0	1142365.8	1203891.4	1009791.25	808822.7	1029240.25	1243722.2	892482.8	1062875.4	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=41795	13.559965	703845.7	440658.6	588649.4	1098202.0	873922.56	1187034.6	823570.0	853054.6	851047.94	1532548.6	720265.2	728374.06	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=42005	22.0	112977.75	101956.94	103979.32	89420.555	85220.04	89867.664	68374.44	90800.5	94224.93	194797.52	110064.1	161233.25	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=42369	15.47642	1008978.44	763849.1	945618.9	894929.2	858765.56	840136.3	662665.3	668999.1	695839.1	1353384.4	732777.1	670610.6	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=42576	22.0	152999.81	129885.3	157939.55	124162.0	113336.9	128026.44	99601.36	94960.21	94531.27	207388.05	116708.586	118948.71	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=42671	22.0	108168.69	92117.516	106981.25	135927.5	100778.46	171385.4	121299.61	149912.44	137866.47	222778.25	105310.805	143224.3	0.0	7594.9604	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=42882	22.0	50927.773	35579.445	46467.64	49413.965	34730.082	56637.008	56298.65	59436.96	69246.61	71857.4	78333.11	92124.74	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=43041	22.0	212469.22	149113.19	229412.08	252708.27	237064.0	303277.7	265099.44	252898.06	239602.27	424765.22	222999.98	267309.88	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=43612	22.0	101166.375	92280.625	87395.234	116023.15	116611.55	161085.77	114783.76	140200.44	125908.586	227616.89	105189.7	134892.03	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=43732	22.0	174062.7	139465.05	166888.22	146858.0	165191.38	167282.75	118331.35	123489.81	136163.98	245965.6	119619.65	121576.336	11653.597	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=44337	22.0	71494.49	191323.86	56481.246	79136.34	229267.39	69312.07	233190.16	57944.24	209131.3	74130.98	222006.31	78007.83	7879.5596	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=44432	22.0	72224.09	80261.414	66698.35	87399.734	98708.88	102582.95	99039.31	93833.73	90839.13	144387.48	73822.5	92273.43	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=44538	22.0	110190.805	85618.09	111691.31	102522.016	111812.11	102481.26	87798.33	79957.79	80930.64	145566.39	84443.26	84887.32	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=44698	22.0	29940.7	21509.219	30605.338	53705.84	54580.832	41122.86	60977.848	61281.33	113180.555	94224.234	119576.08	89266.36	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=44762	22.0	625630.6	639974.94	568331.3	626967.3	756360.9	680203.2	655849.06	579552.25	707085.75	865000.75	503458.53	856083.5	0.0	14541.35	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=44942	4.1479635	360740.1	269251.72	351809.03	559954.6	479440.97	616557.44	586521.1	470663.34	417832.38	755958.9	446302.6	406053.4	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45007	22.0	178339.98	409638.2	237953.06	418737.0	595837.7	444002.84	671291.7	495480.97	1717805.5	735162.4	1991248.2	749222.5	54303.42	17308.03	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45014	22.0	95789.33	189442.61	94524.61	90150.93	228599.64	79088.086	249974.52	93371.73	244567.61	159462.53	266542.12	88013.164	10942.536	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45052	22.0	31679.658	121318.61	39150.266	45121.746	110108.95	34818.016	92066.43	40690.035	107774.23	63428.82	131690.02	37562.535	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45158	22.0	87116.78	112785.414	93513.9	101467.87	157631.08	97882.16	149758.1	99647.26	172481.77	177041.42	160162.1	112379.52	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45274	10.0213	736533.1	855420.0	676762.75	992101.44	1061324.1	1200805.8	1207286.5	839172.75	1135967.8	1453897.6	1256758.9	879619.0	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45308	22.0	238800.39	231164.22	242256.42	196242.47	196126.89	234391.39	193985.98	286913.75	226091.5	485629.22	232802.83	232991.6	5393.0654	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45358	22.0	51214.9	39654.203	46265.426	53907.477	60093.07	56898.312	63227.92	45556.47	61804.33	83013.54	58831.418	72550.0	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45408	22.0	95052.64	75343.34	102383.945	129227.414	120450.61	143164.42	113154.36	115961.32	104720.5	180116.95	109455.67	154664.42	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45534	22.0	125304.29	103874.31	124960.164	136232.28	97790.984	100049.03	99072.95	167614.53	138423.81	279032.25	133438.12	168776.34	3264.2903	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45726	22.0	33172.41	54959.14	16320.328	24373.57	54370.207	16933.053	52239.44	23115.734	45325.844	47681.285	49342.82	24794.166	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45811	22.0	104221.14	222180.55	117999.305	122134.945	185793.69	128545.53	225133.39	88130.68	197626.03	174719.36	244080.62	96784.82	8779.101	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=45914	16.866888	833816.0	684770.3	604917.2	469111.78	514198.06	490564.9	428948.5	820158.7	701472.75	1490902.5	598755.5	500343.06	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=46060	22.0	128094.305	82045.766	93420.766	81945.48	69516.305	66400.93	64187.86	107114.47	104517.68	217618.56	107064.56	90793.88	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=46105	22.0	273356.3	195788.88	269775.88	307835.88	269972.62	310623.2	255362.78	220023.72	274715.5	423877.4	262409.7	276252.25	15345.288	14668.651	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=46157	22.0	486721.3	408907.84	513000.2	442395.78	402335.9	455640.2	301859.53	346984.66	305084.16	693215.75	369486.3	359213.84	0.0	0.0	0.0	0.0
B10013SMC-CSF-RA20241218.mzML	controllerType=0 controllerNumber=1 scan=46177	22.0	51693.26	286229.22	39917.266	45381.344	203822.03	52407.586	293646.94	30811.893	151087.03	59919.63	200179.38	41297.453	0.0	0.0	0.0	0.0
